symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin,technical_score,tech_data_coverage,tech_trend,tech_momentum,tech_volume,tech_relative_strength,composite_score_raw,l_category,sector_preference_mult,composite_score,composite_rank,fundamental_rank,technical_rank,data_quality
TMPV.NS,Tata Motors Passenger Vehicles Limited,1156634771456,314.1,3859944946.027529,Consumer Cyclical,Auto Manufacturers,PASS,,42.5,50.0,43.33333333333333,55.0,70.0,49.79166666666668,1.0,,29.576273,56.134,-0.036530003,41.37500000000001,1.0,22.5,55.0,30.0,73.33333333333333,48.10833333333335,L2,1.07,51.475916666666684,609,675,670,HIGH
LUXIND.NS,Lux Industries Limited,28300457984,941.1,54857556.15094808,Consumer Cyclical,Apparel Manufacturing,PASS,,32.5,44.0,36.666666666666664,70.0,60.0,46.45833333333334,1.0,,26.178024,32.661,0.042069998,54.66666666666667,1.0,40.0,50.0,73.33333333333333,73.33333333333333,48.100000000000016,L2,1.07,51.46700000000002,610,783,238,HIGH
THEJO.NS,Thejo Engineering Limited,16872989696,1555.7,12177762.857641602,Industrials,Specialty Industrial Machinery,PASS,,57.5,40.0,10.0,80.0,60.0,48.375000000000014,1.0,,34.725445,11.289,0.08686,40.41666666666667,1.0,26.666666666666664,42.5,36.666666666666664,73.33333333333333,46.78333333333335,L2,1.1,51.461666666666694,611,729,723,HIGH
RAINBOW.NS,Rainbow Childrens Medicare Limited,113123909632,1114.3,145319259.11744386,Healthcare,Medical Care Facilities,PASS,,72.5,62.0,12.5,55.0,60.0,53.12500000000001,1.0,,44.253376,53.24,0.24104999,39.75000000000001,1.0,21.666666666666664,55.0,23.333333333333336,73.33333333333333,50.45000000000001,L1,1.02,51.45900000000001,612,529,745,HIGH
INDOAMIN.NS,Indo Amines Limited,6414230528,88.27,5533308.77853953,Basic Materials,Chemicals,PASS,,47.5,68.0,52.5,45.0,60.0,54.37500000000001,1.0,,8.961421,85.051,0.07159,32.25,1.0,18.333333333333332,25.0,36.666666666666664,73.33333333333333,49.95000000000001,L3,1.03,51.44850000000001,613,492,1066,HIGH
TCIEXP.NS,TCI Express Limited,19138420736,498.15,9652878.76188558,Industrials,Integrated Freight & Logistics,PASS,,37.5,30.0,27.5,90.0,75.0,47.87500000000001,1.0,,22.777777,1.735,0.084189996,42.25000000000001,1.0,25.0,55.0,30.0,73.33333333333333,46.75000000000001,L2,1.1,51.42500000000001,614,749,627,HIGH
VSSL.NS,Vardhman Special Steels Limited,22493605888,232.85,6820955.796743775,Basic Materials,Steel,PASS,,42.5,42.0,42.5,75.0,75.0,52.125000000000014,1.0,,19.3397,6.413,0.1126,41.083333333333336,1.0,30.0,37.5,36.666666666666664,80.0,49.916666666666686,L3,1.03,51.41416666666669,615,563,684,HIGH
BRITANNIA.NS,Britannia Industries Limited,1354643275776,5624.0,1937428874.4833333,Consumer Defensive,Packaged Foods,PASS,,67.5,56.0,12.5,70.0,60.0,53.375000000000014,1.0,,56.00478,58.424,0.18018,43.50000000000001,1.0,35.0,37.5,30.0,93.33333333333334,51.40000000000002,L1,1.0,51.40000000000002,616,519,571,HIGH
WHIRLPOOL.NS,Whirlpool of India Limited,106149830656,836.35,314233451.7240865,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,32.5,38.0,30.0,90.0,60.0,47.62500000000001,1.0,,31.848818,6.334,0.022449998,49.66666666666667,1.0,23.333333333333336,55.0,70.0,73.33333333333333,48.033333333333346,L2,1.07,51.395666666666685,617,759,356,HIGH
PATANJALI.NS,Patanjali Foods Limited,517056069632,474.6,1214499212.0222473,Consumer Defensive,Packaged Foods,PASS,,32.5,82.0,22.5,80.0,60.0,55.125000000000014,1.0,,31.347424,23.903,0.03551,36.41666666666667,1.0,25.0,40.0,23.333333333333336,73.33333333333333,51.383333333333354,L1,1.0,51.383333333333354,618,465,926,HIGH
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,48562630656,724.95,105246060.31648763,Industrials,Engineering & Construction,PASS,,37.5,48.0,32.5,75.0,60.0,48.875000000000014,1.0,,18.182844,3.881,0.06595,38.00000000000001,1.0,31.666666666666664,37.5,23.333333333333336,73.33333333333333,46.70000000000002,L2,1.1,51.370000000000026,619,709,845,HIGH
MEDANTA.NS,Global Health Limited,270228439040,1005.7,147742922.1611369,Healthcare,Medical Care Facilities,PASS,,62.5,58.0,10.0,80.0,60.0,54.125000000000014,1.0,,52.626896,25.468,0.13925,34.91666666666667,1.0,21.666666666666664,30.0,36.666666666666664,73.33333333333333,50.283333333333346,L1,1.02,51.289000000000016,620,499,980,HIGH
NCC.NS,NCC Limited,88268947456,140.59,566022068.5703089,Industrials,Engineering & Construction,PASS,,47.5,48.0,50.0,45.0,60.0,48.87500000000001,1.0,,12.214596,37.893,0.07758,37.583333333333336,1.0,26.666666666666664,37.5,30.0,73.33333333333333,46.616666666666674,L2,1.1,51.27833333333334,621,713,871,HIGH
MGL.NS,Mahanagar Gas Limited,95527985152,967.1,489731559.70211184,Utilities,Utilities - Regulated Gas,PASS,,62.5,52.0,50.0,90.0,75.0,64.12500000000001,1.0,,10.030077,3.545,0.120629996,34.75,1.0,25.0,30.0,30.0,73.33333333333333,58.250000000000014,L3,0.88,51.26000000000001,622,156,984,HIGH
TVSHLTD.NS,TVS Holdings Limited,280424415232,13846.0,107922597.83333333,Consumer Cyclical,Auto Parts,PASS,,27.5,90.0,27.5,25.0,60.0,45.87500000000001,1.0,,18.14893,315.772,0.00457,55.91666666666667,1.0,48.33333333333333,60.0,30.0,100.0,47.88333333333335,L3,1.07,51.235166666666686,623,796,210,HIGH
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,25115256832,1657.5,13255592.565266928,Basic Materials,Specialty Chemicals,PASS,,52.5,50.0,22.5,90.0,50.0,53.125000000000014,1.0,,20.747278,9.982,0.07672,36.08333333333334,1.0,23.333333333333336,37.5,23.333333333333336,80.0,49.71666666666668,L3,1.03,51.208166666666685,624,526,935,HIGH
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,9130401792,456.1,71165696.78673808,Consumer Defensive,Confectioners,PASS,,32.5,30.0,62.5,45.0,75.0,44.62500000000001,1.0,,12.437961,56.04,0.06185,77.50000000000001,1.0,71.66666666666667,82.5,73.33333333333333,86.66666666666666,51.20000000000002,L1,1.0,51.20000000000002,625,839,13,HIGH
LODHA.NS,Lodha Developers Limited,795901624320,796.9,1288235459.393565,Real Estate,Real Estate - Development,PASS,,72.0,68.0,27.5,55.0,60.0,57.50000000000001,1.0,0.16899,23.809381,45.111,0.28199,33.91666666666667,1.0,18.333333333333332,35.0,30.0,73.33333333333333,52.783333333333346,L2,0.97,51.199833333333345,626,365,1011,HIGH
SHYAMMETL.NS,Shyam Metalics and Energy Limited,221275062272,795.3,145383830.85931805,Basic Materials,Steel,PASS,,37.5,38.0,30.0,90.0,60.0,48.87500000000001,1.0,,22.88633,9.426,0.06136,52.91666666666667,1.0,31.666666666666664,55.0,66.66666666666667,80.0,49.683333333333344,L3,1.03,51.17383333333335,627,713,281,HIGH
KILITCH.NS,Kilitch Drugs (India) Limited,5535931392,316.1,6302699.681565348,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,52.5,62.0,30.0,55.0,50.0,50.62500000000001,1.0,,20.120943,31.651,0.096920006,48.16666666666667,1.0,31.666666666666664,42.5,66.66666666666667,73.33333333333333,50.13333333333334,L1,1.02,51.13600000000001,628,639,398,HIGH
GEOJITFSL.NS,Geojit Financial Services Limited,16727788544,59.93,24452927.34234683,Financial Services,Capital Markets,PASS,,47.5,32.0,50.0,65.0,70.0,49.87500000000001,1.0,,17.889553,10.436,0.16063,43.91666666666667,1.0,35.0,40.0,43.33333333333333,73.33333333333333,48.68333333333334,L1,1.05,51.11750000000001,629,667,558,HIGH
ARVIND.NS,Arvind Limited,94164680704,359.25,231934797.49753216,Consumer Cyclical,Textile Manufacturing,PASS,,37.5,46.0,30.0,45.0,75.0,43.37500000000001,1.0,,23.252428,39.143,0.08515,65.33333333333334,1.0,73.33333333333333,50.0,53.33333333333333,93.33333333333334,47.76666666666668,L2,1.07,51.11033333333335,630,864,105,HIGH
KDDL.NS,KDDL Limited,27001837568,2195.4,49646214.474764,Consumer Cyclical,Luxury Goods,PASS,,37.5,62.0,23.333333333333336,65.0,75.0,50.04166666666668,1.0,,32.466724,25.144,0.083050005,38.5,1.0,25.0,42.5,30.0,73.33333333333333,47.73333333333335,L2,1.07,51.07466666666669,631,662,816,HIGH
STUDDS.NS,Studds Accessories Limited,19308744704,490.65,15172864.695966594,Consumer Cyclical,Auto Parts,PASS,,63.33333333333333,30.0,23.333333333333336,80.0,50.0,49.00000000000001,1.0,,23.691454,1.813,0.15553,42.54166666666667,1.0,32.5,45.0,23.333333333333336,86.66666666666666,47.70833333333334,L2,1.07,51.04791666666668,632,705,614,HIGH
VOLTAS.NS,Voltas Limited,438256828416,1324.5,1308038244.013391,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,42.5,56.0,10.0,80.0,70.0,49.625000000000014,1.0,,87.71523,27.449,0.051020004,40.0,1.0,31.666666666666664,37.5,23.333333333333336,86.66666666666666,47.70000000000002,L2,1.07,51.03900000000002,633,677,741,HIGH
RESPONIND.NS,Responsive Industries Limited,40556490752,152.12,32848558.26522217,Basic Materials,Specialty Chemicals,PASS,,57.5,46.0,30.0,80.0,60.0,53.875000000000014,1.0,,22.536295,13.937,0.090909995,32.25000000000001,1.0,21.666666666666664,30.0,23.333333333333336,73.33333333333333,49.55000000000002,L3,1.03,51.03650000000002,634,507,1061,HIGH
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,14884660224,100.65,62173894.517977394,Consumer Cyclical,Apparel Retail,PASS,,47.5,32.0,50.0,65.0,60.0,48.87500000000001,1.0,,12.170495,25.323,0.13235,42.91666666666667,1.0,35.0,50.0,23.333333333333336,73.33333333333333,47.683333333333344,L2,1.07,51.02116666666668,635,713,599,HIGH
TCPLPACK.NS,TCPL Packaging Limited,21198983168,2334.7,21927565.967537437,Consumer Cyclical,Packaging & Containers,PASS,,57.5,58.0,36.666666666666664,35.0,75.0,50.70833333333334,1.0,,18.622477,103.305,0.12640001,35.5,1.0,25.0,32.5,30.0,73.33333333333333,47.66666666666668,L3,1.07,51.00333333333335,636,630,961,HIGH
SIEMENS.NS,Siemens Limited,1114514784256,3129.6,1384314352.9256349,Industrials,Specialty Industrial Machinery,PASS,,48.33333333333333,36.0,10.0,73.33333333333333,75.0,45.25,1.0,0.11808,65.78937,,0.0915,50.75,1.0,31.666666666666664,70.0,23.333333333333336,93.33333333333334,46.35,L2,1.1,50.98500000000001,637,821,325,HIGH
RATEGAIN.NS,Rategain Travel Technologies Limited,56867811328,481.7,267947444.35448506,Technology,Software - Application,PASS,,52.5,76.0,16.666666666666668,90.0,50.0,58.45833333333334,1.0,,31.669954,0.823,0.110080004,40.16666666666667,1.0,35.0,37.5,23.333333333333336,80.0,54.80000000000001,L2,0.93,50.96400000000001,638,340,732,HIGH
LIKHITHA.NS,Likhitha Infrastructure Limited,5616791040,141.74,7775098.616643778,Energy,Oil & Gas Equipment & Services,PASS,,57.5,46.0,50.0,90.0,50.0,58.875000000000014,1.0,,10.721634,0.133,0.10613,47.58333333333334,1.0,35.0,50.0,46.66666666666667,73.33333333333333,56.61666666666669,L3,0.9,50.95500000000002,639,315,414,HIGH
MAHSCOOTER.NS,Maharashtra Scooters Limited,142344765440,12441.0,50283943.43333333,Financial Services,Asset Management,PASS,,77.5,40.0,27.5,,60.0,51.09375,0.8,,39.682945,,0.8618,38.25000000000001,1.0,33.333333333333336,37.5,16.666666666666668,80.0,48.525000000000006,L1,1.05,50.95125000000001,640,612,833,HIGH
REGAAL.NS,Regaal Resources Limited,7185505280,69.95,322645039.1244826,Consumer Defensive,Packaged Foods,PASS,,42.5,78.0,50.0,25.0,50.0,50.12500000000001,1.0,,14.304704,108.692,0.09571,54.208333333333336,1.0,47.5,57.5,46.66666666666667,73.33333333333333,50.94166666666668,L2,1.0,50.94166666666668,641,655,248,HIGH
ZYDUSWELL.NS,Zydus Wellness Limited,135656767488,424.65,1103463454.2123697,Consumer Defensive,Packaged Foods,PASS,,27.5,67.5,16.666666666666668,70.0,60.0,47.08333333333334,1.0,,65.330765,53.314,0.00497,66.33333333333334,1.0,66.66666666666667,60.0,60.0,86.66666666666666,50.93333333333335,L1,1.0,50.93333333333335,642,770,90,HIGH
AMBUJACEM.NS,Ambuja Cements Limited,1039525281792,420.55,1068287487.3626068,Basic Materials,Building Materials,PASS,,42.5,48.0,30.0,90.0,60.0,52.625000000000014,1.0,,28.092852,1.829,0.038340002,36.333333333333336,1.0,18.333333333333332,47.5,23.333333333333336,73.33333333333333,49.36666666666668,L3,1.03,50.84766666666668,643,541,928,HIGH
SARDAEN.NS,Sarda Energy & Minerals Limited,179273973760,508.75,353655248.5484629,Basic Materials,Steel,PASS,,67.5,32.0,36.666666666666664,55.0,60.0,49.20833333333334,1.0,,16.97531,37.709,0.17232999,50.00000000000001,1.0,38.333333333333336,47.5,46.66666666666667,86.66666666666666,49.366666666666674,L3,1.03,50.847666666666676,644,692,344,HIGH
BEML.NS,BEML Limited,126180040704,1514.6,486634723.73051757,Industrials,Conglomerates,PASS,,27.5,57.5,10.0,80.0,75.0,46.750000000000014,1.0,,50.75737,23.787,-0.01629,44.083333333333336,1.0,25.0,50.0,46.66666666666667,73.33333333333333,46.21666666666668,L2,1.1,50.83833333333335,645,775,551,HIGH
ASIANTILES.NS,Asian Granito India Limited,17971521536,60.44,269108105.684538,Industrials,Building Products & Equipment,PASS,,32.5,54.0,57.5,40.0,50.0,46.12500000000001,1.0,,14.563855,20.089,0.06561,46.583333333333336,1.0,31.666666666666664,55.0,30.0,86.66666666666666,46.216666666666676,L2,1.1,50.838333333333345,646,789,452,HIGH
VBL.NS,Varun Beverages Limited,1357741817856,401.45,2105669714.105138,Consumer Defensive,Beverages - Non-Alcoholic,PASS,,58.33333333333333,76.0,17.5,57.5,60.0,54.58333333333334,1.0,0.16787,44.655174,12.705,0.0134000005,35.833333333333336,1.0,21.666666666666664,37.5,30.0,73.33333333333333,50.83333333333334,L1,1.0,50.83333333333334,647,484,944,HIGH
SUNDRMFAST.NS,Sundram Fasteners Limited,170834362368,813.0,176124751.13809815,Consumer Cyclical,Auto Parts,PASS,,52.5,44.0,10.0,80.0,75.0,49.625000000000014,1.0,,30.865604,18.193,0.118590005,38.91666666666667,1.0,26.666666666666664,37.5,36.666666666666664,73.33333333333333,47.48333333333335,L2,1.07,50.80716666666669,648,677,798,HIGH
KANSAINER.NS,Kansai Nerolac Paints Limited,134859948032,166.77,138170243.16099244,Basic Materials,Specialty Chemicals,PASS,,47.5,42.0,30.0,90.0,75.0,53.87500000000001,1.0,,23.034533,4.284,0.090679996,31.083333333333336,1.0,18.333333333333332,30.0,23.333333333333336,73.33333333333333,49.31666666666668,L3,1.03,50.79616666666668,649,511,1071,HIGH
5PAISA.NS,5Paisa Capital Limited,9113035776,291.6,19127863.621250406,Financial Services,Capital Markets,PASS,,57.5,48.0,40.0,55.0,50.0,50.37500000000001,1.0,,21.008646,46.389,0.23244,40.00000000000001,1.0,26.666666666666664,50.0,23.333333333333336,73.33333333333333,48.30000000000001,L1,1.05,50.71500000000002,650,645,739,HIGH
ADVAIT.NS,Advait Energy Transitions Limited,17986623488,1644.6,67922797.46853842,Industrials,Specialty Industrial Machinery,PASS,,42.5,94.0,22.5,70.0,50.0,57.625000000000014,1.0,,39.52415,31.997,0.11015,0.0,0.0,,,,,46.100000000000016,L2,1.1,50.71000000000002,651,362,1079,LOW
GPTHEALTH.NS,GPT Healthcare Limited,9899914240,120.65,13985279.43130951,Healthcare,Medical Care Facilities,PASS,,57.5,44.0,30.0,70.0,70.0,52.375000000000014,1.0,,24.472618,38.278,0.113170005,38.75000000000001,1.0,30.0,37.5,30.0,73.33333333333333,49.65000000000001,L1,1.02,50.643000000000015,652,553,804,HIGH
IMPAL.NS,India Motor Parts and Accessories Limited,12425088000,995.6,2196872.677323405,Consumer Cyclical,Auto Parts,PASS,,37.5,50.0,42.5,,70.0,46.71875,0.8,,14.286123,,0.075279996,49.5,1.0,36.666666666666664,60.0,23.333333333333336,93.33333333333334,47.275,L2,1.07,50.584250000000004,653,776,364,HIGH
AWFIS.NS,Awfis Space Solutions Limited,18858072064,263.6,159758482.57081705,Industrials,Rental & Leasing Services,PASS,,42.5,96.0,32.5,10.0,50.0,48.12500000000001,1.0,,32.34356,290.895,0.10435,37.333333333333336,1.0,25.0,27.5,46.66666666666667,73.33333333333333,45.966666666666676,L3,1.1,50.56333333333335,654,742,884,HIGH
ROSSTECH.NS,Rossell Techsys Limited,27248773120,720.1,51289975.20385742,Industrials,Aerospace & Defense,PASS,,47.5,65.0,12.5,10.0,65.0,39.12500000000001,1.0,,128.13167,186.722,0.105270006,73.16666666666667,1.0,60.0,75.0,73.33333333333333,100.0,45.933333333333344,L3,1.1,50.526666666666685,655,935,44,HIGH
LT.NS,Larsen & Toubro Limited,4724537950208,3434.5,13787855187.512028,Industrials,Engineering & Construction,PASS,,42.5,56.0,23.333333333333336,50.0,75.0,46.79166666666668,1.0,,26.882435,111.847,0.10682,42.333333333333336,1.0,26.666666666666664,50.0,30.0,80.0,45.90000000000001,L3,1.1,50.490000000000016,656,774,625,HIGH
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,1054516641792,7334.0,3512984467.7552733,Healthcare,Medical Care Facilities,PASS,,47.5,76.0,12.5,45.0,60.0,48.37500000000001,1.0,,58.45688,83.606,0.11519,53.916666666666686,1.0,41.66666666666667,60.0,36.666666666666664,93.33333333333334,49.48333333333335,L1,1.02,50.47300000000001,657,731,252,HIGH
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,21839022080,74.36,85371970.40812302,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,37.5,20.0,43.33333333333333,90.0,75.0,48.54166666666667,1.0,,18.825315,9.078,0.06392,53.08333333333334,1.0,41.66666666666667,55.0,50.0,80.0,49.45000000000001,L1,1.02,50.439000000000014,658,727,273,HIGH
KIRLOSIND.NS,Kirloskar Industries Limited,28789559296,2735.8,15001617.014900716,Industrials,Metal Fabrication,PASS,,32.5,30.0,56.66666666666667,65.0,60.0,45.95833333333334,1.0,,17.730394,14.61,0.07599,45.41666666666667,1.0,25.0,50.0,53.33333333333333,73.33333333333333,45.85000000000001,L2,1.1,50.43500000000002,659,794,494,HIGH
RML.NS,Rane (Madras) Limited,20005140480,723.85,11342897.931872558,Consumer Cyclical,Auto Parts,PASS,,37.5,77.5,36.666666666666664,25.0,75.0,48.58333333333334,1.0,,25.97237,122.42,0.053540003,41.33333333333334,1.0,23.333333333333336,55.0,23.333333333333336,80.0,47.13333333333334,L3,1.07,50.43266666666668,660,726,672,HIGH
SYSTMTXC.NS,Systematix Corporate Services Limited,8210276864,60.04,7547938.542686844,Financial Services,Capital Markets,PASS,,47.5,42.0,30.0,90.0,50.0,51.37500000000001,1.0,,28.590477,6.278,0.05491,34.54166666666667,1.0,32.5,25.0,23.333333333333336,73.33333333333333,48.00833333333334,L1,1.05,50.40875000000001,661,596,991,HIGH
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,56083808256,182.84,125269287.10898183,Consumer Defensive,Packaged Foods,PASS,,42.5,66.0,12.5,80.0,75.0,53.125000000000014,1.0,,40.184612,15.033,0.08598,39.41666666666667,1.0,25.0,50.0,23.333333333333336,73.33333333333333,50.38333333333335,L1,1.0,50.38333333333335,662,526,768,HIGH
TECHM.NS,Tech Mahindra Limited,1227026464768,1384.8,3264247235.675529,Technology,Information Technology Services,PASS,,57.5,50.0,22.5,90.0,50.0,54.375000000000014,1.0,,26.594969,6.992,0.13144,53.25,1.0,41.66666666666667,40.0,73.33333333333333,80.0,54.15000000000001,L2,0.93,50.35950000000001,663,487,269,HIGH
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,66078113792,1292.0,60626784.19233398,Basic Materials,Specialty Chemicals,PASS,,57.5,28.0,10.0,100.0,75.0,50.875000000000014,1.0,,36.6317,,0.13975,40.91666666666667,1.0,25.0,35.0,53.33333333333333,73.33333333333333,48.883333333333354,L3,1.03,50.34983333333336,664,616,692,HIGH
NILKAMAL.NS,Nilkamal Limited,18225776640,1217.3,8356223.380480957,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,32.5,52.0,52.5,55.0,75.0,50.12500000000001,1.0,,16.778772,35.718,0.05515,34.75,1.0,25.0,30.0,30.0,73.33333333333333,47.05000000000001,L2,1.07,50.34350000000001,665,655,984,HIGH
REDINGTON.NS,Redington Limited,169918676992,217.35,2287780603.5788865,Technology,Information Technology Services,PASS,,32.5,66.0,52.5,80.0,75.0,58.625000000000014,1.0,,9.625775,27.764,0.01903,36.083333333333336,1.0,16.666666666666668,37.5,40.0,73.33333333333333,54.11666666666668,L2,0.93,50.32850000000002,666,327,937,HIGH
JTLIND.NS,JTL INDUSTRIES LIMITED,20483483648,52.11,128738147.24739672,Basic Materials,Steel,PASS,,37.5,52.0,32.5,80.0,60.0,50.875000000000014,1.0,,25.66995,13.09,0.069,40.75,1.0,25.0,50.0,30.0,73.33333333333333,48.850000000000016,L3,1.03,50.315500000000014,667,616,702,HIGH
SINDHUTRAD.NS,Sindhu Trade Links Limited,35987070976,23.28,38244022.8194507,Industrials,Conglomerates,PASS,,8.333333333333334,50.0,60.0,63.33333333333333,50.0,44.25000000000001,1.0,-0.00677,,20.434,-0.0040599997,51.66666666666667,1.0,58.33333333333333,37.5,40.0,80.0,45.73333333333334,L3,1.1,50.30666666666668,668,849,310,HIGH
BHARTIHEXA.NS,Bharti Hexacom Limited,792050008064,1584.1,231183677.9856771,Communication Services,Telecom Services,PASS,,81.66666666666666,60.0,22.5,30.0,75.0,53.41666666666667,1.0,0.28811002,45.04123,94.665,0.30727,45.583333333333336,1.0,36.666666666666664,32.5,50.0,86.66666666666666,51.85000000000001,L2,0.97,50.294500000000006,669,518,491,HIGH
NEULANDLAB.NS,Neuland Laboratories Limited,154049183744,11995.0,635655107.0,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,50.0,10.0,80.0,60.0,52.125000000000014,1.0,,86.20814,16.327,0.121020004,37.83333333333334,1.0,28.333333333333336,37.5,23.333333333333336,80.0,49.26666666666669,L1,1.02,50.252000000000024,670,563,860,HIGH
