symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin,technical_score,tech_data_coverage,tech_trend,tech_momentum,tech_volume,tech_relative_strength,composite_score_raw,l_category,sector_preference_mult,composite_score,composite_rank,fundamental_rank,technical_rank,data_quality
STAR.NS,Strides Pharma Science Limited,83291873280,903.65,192483855.11967367,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,80.0,47.5,35.0,60.0,58.12500000000001,1.0,,16.287851,65.787,0.15513,78.08333333333334,1.0,78.33333333333333,70.0,73.33333333333333,100.0,62.116666666666674,L1,1.02,63.35900000000001,157,355,12,HIGH
ANUP.NS,The Anup Engineering Limited,32009750528,1588.2,106795956.2214152,Industrials,Specialty Industrial Machinery,PASS,,67.5,68.0,23.333333333333336,80.0,75.0,62.04166666666667,1.0,,27.702772,24.782,0.17902,39.75000000000001,1.0,33.333333333333336,32.5,36.666666666666664,73.33333333333333,57.58333333333334,L2,1.1,63.34166666666668,158,214,745,HIGH
MAHSEAMLES.NS,Maharashtra Seamless Limited,75676073984,564.75,95577970.06899618,Basic Materials,Steel,PASS,,52.5,40.0,62.5,90.0,60.0,59.625000000000014,1.0,,9.001434,0.151,0.11333,68.83333333333334,1.0,60.0,75.0,66.66666666666667,80.0,61.46666666666668,L3,1.03,63.310666666666684,159,287,74,HIGH
PFIZER.NS,Pfizer Limited,218376798208,4773.5,265386336.2349284,Healthcare,Drug Manufacturers - General,PASS,,92.5,52.0,17.5,90.0,60.0,63.625000000000014,1.0,,25.575975,2.334,0.33166,55.66666666666667,1.0,40.0,60.0,53.33333333333333,86.66666666666666,62.033333333333346,L1,1.02,63.274000000000015,160,166,218,HIGH
NAVNETEDUL.NS,Navneet Education Limited,28166342656,127.07,22866459.686532848,Communication Services,Publishing,PASS,,57.5,76.0,62.5,90.0,75.0,71.37500000000001,1.0,,8.482644,5.146,-0.116000004,40.58333333333334,1.0,28.333333333333336,50.0,23.333333333333336,73.33333333333333,65.21666666666668,L2,0.97,63.26016666666668,161,30,713,HIGH
OSWALAGRO.NS,Oswal Agro Mills Limited,5648600064,42.08,2331862.3214342752,Real Estate,Real Estate - Development,PASS,,62.5,64.0,70.0,100.0,50.0,70.62500000000001,1.0,,6.5038643,,-358.80487,42.91666666666667,1.0,35.0,50.0,23.333333333333336,73.33333333333333,65.08333333333334,L2,0.97,63.13083333333334,162,41,599,HIGH
WHEELS.NS,Wheels India Limited,25097588736,1027.2,61966258.77307739,Consumer Cyclical,Auto Parts,PASS,,42.5,82.0,47.5,35.0,75.0,55.12500000000001,1.0,,18.551561,75.506,0.051680002,74.25000000000001,1.0,75.0,50.0,90.0,100.0,58.95000000000001,L2,1.07,63.07650000000002,163,467,34,HIGH
PNGJL.NS,P N Gadgil Jewellers Limited,77387259904,570.2,172356285.0069051,Consumer Cyclical,Luxury Goods,PASS,,42.5,94.0,37.5,60.0,50.0,58.62500000000001,1.0,,19.567606,75.905,0.06938,60.16666666666667,1.0,50.0,50.0,73.33333333333333,86.66666666666666,58.93333333333334,L2,1.07,63.058666666666674,164,336,159,HIGH
KAMDHENU.NS,Kamdhenu Limited,5958141440,21.12,43560639.56911748,Basic Materials,Steel,PASS,,52.5,64.0,67.5,90.0,60.0,66.62500000000001,1.0,,7.5971227,0.156,0.11788,39.58333333333334,1.0,25.0,55.0,16.666666666666668,73.33333333333333,61.21666666666668,L3,1.03,63.053166666666684,165,94,754,HIGH
ITC.NS,ITC Limited,3756262948864,299.8,7023214701.666212,Consumer Defensive,Tobacco,PASS,,97.5,66.0,23.333333333333336,90.0,50.0,68.54166666666669,1.0,,18.42655,0.507,0.32182,41.083333333333336,1.0,25.0,40.0,46.66666666666667,73.33333333333333,63.05000000000002,L1,1.0,63.05000000000002,166,72,684,HIGH
WELCORP.NS,Welspun Corp Limited,211978403840,803.85,328359463.96022743,Basic Materials,Steel,PASS,,57.5,72.0,43.33333333333333,80.0,60.0,63.04166666666667,1.0,,10.917425,18.258,0.115430005,53.58333333333334,1.0,38.333333333333336,55.0,53.33333333333333,86.66666666666666,61.150000000000006,L3,1.03,62.984500000000004,167,190,259,HIGH
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,23144704000,108.47,46291065.97500356,Consumer Cyclical,Lodging,PASS,,62.5,68.0,36.666666666666664,80.0,60.0,61.95833333333334,1.0,,28.771883,23.441,0.25586998,46.41666666666667,1.0,18.333333333333332,50.0,70.0,73.33333333333333,58.85000000000001,L2,1.07,62.96950000000001,168,216,457,HIGH
GANESHHOU.NS,GANESH HOUSING LIMITED,49240076288,590.5,42367993.26550496,Real Estate,Real Estate - Development,PASS,,97.5,58.0,43.33333333333333,90.0,60.0,71.54166666666669,1.0,,11.737228,3.485,0.80433,38.29166666666667,1.0,32.5,37.5,23.333333333333336,73.33333333333333,64.89166666666668,L2,0.97,62.94491666666668,169,29,832,HIGH
KTKBANK.NS,The Karnataka Bank Limited,86567665664,228.93,939864365.3930516,Financial Services,Banks - Regional,PASS,,70.0,42.0,53.33333333333333,,60.0,55.833333333333336,0.8,,7.5009828,,0.35712,76.16666666666669,1.0,76.66666666666667,70.0,66.66666666666667,100.0,59.900000000000006,L3,1.05,62.89500000000001,170,437,21,HIGH
SYNCOMF.NS,Syncom Formulations (India) Limited,11080965120,11.78,20109094.207445655,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,57.5,80.0,47.5,90.0,50.0,66.87500000000001,1.0,,16.136986,0.184,0.1724,40.75,1.0,25.0,50.0,30.0,73.33333333333333,61.65000000000001,L1,1.02,62.88300000000002,171,89,702,HIGH
PRICOLLTD.NS,Pricol Limited,65029869568,533.55,242119614.2353312,Consumer Cyclical,Auto Parts,PASS,,47.5,94.0,27.5,80.0,60.0,62.875000000000014,1.0,,30.57593,10.545,0.087740004,42.33333333333334,1.0,38.333333333333336,37.5,23.333333333333336,86.66666666666666,58.76666666666668,L2,1.07,62.880333333333354,172,191,623,HIGH
VINCOFE.NS,Vintage Coffee And Beverages Limited,19228768256,131.84,241217837.02518335,Consumer Defensive,Beverages - Non-Alcoholic,PASS,,52.5,98.0,32.5,80.0,60.0,66.12500000000001,1.0,,27.991507,16.989,0.17321,49.83333333333334,1.0,33.333333333333336,55.0,43.33333333333333,86.66666666666666,62.86666666666668,L1,1.0,62.86666666666668,173,108,347,HIGH
TRITURBINE.NS,Triveni Turbine Limited,145006444544,456.15,200613558.35455832,Industrials,Specialty Industrial Machinery,PASS,,77.5,64.0,10.0,90.0,75.0,62.875000000000014,1.0,,42.35376,2.946,0.19984,34.16666666666667,1.0,25.0,32.5,23.333333333333336,73.33333333333333,57.13333333333335,L2,1.1,62.846666666666685,174,191,1004,HIGH
JINDALPHOT.NS,Jindal Photo Limited,11753528320,1141.4,36937791.53627116,Financial Services,Asset Management,PASS,,92.5,52.5,23.333333333333336,90.0,50.0,63.91666666666667,1.0,,97.05782,5.857,0.70769,43.583333333333336,1.0,36.666666666666664,32.5,40.0,86.66666666666666,59.85000000000001,L1,1.05,62.84250000000001,175,162,570,HIGH
TMB.NS,Tamilnad Mercantile Bank Limited,94852521984,599.0,205920327.40383708,Financial Services,Banks - Regional,PASS,,65.0,54.0,66.66666666666667,,60.0,61.35416666666667,0.8,0.13797,7.552642,,0.55521,53.750000000000014,1.0,60.0,42.5,30.0,93.33333333333334,59.83333333333334,L3,1.05,62.82500000000001,176,240,256,HIGH
PREMIERENE.NS,Premier Energies Limited,388370006016,864.75,1846951762.110734,Technology,Solar,PASS,,87.5,88.0,27.5,70.0,60.0,69.37500000000001,1.0,,30.861883,46.964,0.27012,60.00000000000001,1.0,53.33333333333333,50.0,66.66666666666667,86.66666666666666,67.50000000000001,L2,0.93,62.77500000000002,177,56,163,HIGH
TI.NS,Tilaknagar Industries Limited,107371003904,434.4,241298384.53260395,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,57.5,97.5,10.0,90.0,60.0,64.75000000000001,1.0,,76.34446,2.445,0.15533,54.500000000000014,1.0,45.0,42.5,60.0,93.33333333333334,62.70000000000002,L1,1.0,62.70000000000002,178,141,241,HIGH
AGIIL.NS,Agi Infra Limited,38917087232,311.7,697590982.2860987,Real Estate,Real Estate - Development,PASS,,87.5,70.0,17.5,55.0,65.0,60.37500000000001,1.0,,45.437317,42.327,0.39731,81.66666666666667,1.0,68.33333333333333,82.5,90.0,100.0,64.63333333333335,L2,0.97,62.694333333333354,179,268,2,HIGH
MOTISONS.NS,Motisons Jewellers Limited,13081158656,13.05,123556579.09620133,Consumer Cyclical,Luxury Goods,PASS,,62.5,82.5,30.0,80.0,50.0,63.250000000000014,1.0,,,12.395,0.19917999,39.58333333333334,1.0,18.333333333333332,55.0,23.333333333333336,80.0,58.51666666666669,L2,1.07,62.612833333333356,180,180,754,HIGH
RAMCOIND.NS,Ramco Industries Limited,22513674240,259.25,22897211.623516846,Industrials,Building Products & Equipment,PASS,,42.5,58.0,62.5,90.0,60.0,61.625000000000014,1.0,,8.827034,4.035,0.09652001,37.91666666666667,1.0,21.666666666666664,50.0,16.666666666666668,80.0,56.88333333333335,L2,1.1,62.57166666666669,181,224,858,HIGH
SAILIFE.NS,Sai Life Sciences Limited,211778715648,1000.05,775061774.7422404,Healthcare,Diagnostics & Research,PASS,,67.5,90.0,22.5,55.0,50.0,59.87500000000001,1.0,,63.294304,18.397,0.25838,67.16666666666667,1.0,65.0,62.5,53.33333333333333,100.0,61.33333333333334,L1,1.02,62.56000000000001,182,283,83,HIGH
JAICORPLTD.NS,Jai Corp Limited,17936168960,102.12,119662734.22188975,Basic Materials,Specialty Chemicals,PASS,,62.5,46.0,57.5,90.0,60.0,62.625000000000014,1.0,,10.409786,0.063,0.18885,53.16666666666667,1.0,43.33333333333333,40.0,70.0,80.0,60.73333333333335,L3,1.03,62.55533333333335,183,196,270,HIGH
ICRA.NS,ICRA Limited,50075955200,5203.5,30910420.516666666,Financial Services,Financial Data & Stock Exchanges,PASS,,87.5,60.0,16.666666666666668,90.0,75.0,65.70833333333334,1.0,,27.100151,1.121,0.28874,34.91666666666667,1.0,25.0,35.0,23.333333333333336,73.33333333333333,59.55000000000001,L1,1.05,62.52750000000002,184,121,980,HIGH
SUPRIYA.NS,Supriya Lifescience Limited,47018053632,584.2,100641115.65975341,Healthcare,Biotechnology,PASS,,92.5,60.0,22.5,90.0,60.0,66.62500000000001,1.0,,25.377932,0.484,0.31613,40.00000000000001,1.0,26.666666666666664,50.0,23.333333333333336,73.33333333333333,61.30000000000001,L1,1.02,62.52600000000001,185,94,739,HIGH
AIIL.NS,Authum Investment & Infrastructure Limited,417988771840,492.2,396842828.0148743,Financial Services,Capital Markets,PASS,,72.5,48.0,40.0,80.0,65.0,60.625000000000014,1.0,,11.508066,20.291,0.78849,55.16666666666667,1.0,43.33333333333333,50.0,60.0,86.66666666666666,59.533333333333346,L1,1.05,62.51000000000001,186,253,228,HIGH
BFINVEST.NS,BF Investment Limited,14060762112,370.9,7342323.758350627,Financial Services,Asset Management,PASS,,77.5,60.0,62.5,,50.0,64.84375,0.8,,8.497136,,0.88439006,37.75000000000001,1.0,26.666666666666664,42.5,23.333333333333336,73.33333333333333,59.425000000000004,L1,1.05,62.39625000000001,187,140,862,HIGH
MANINFRA.NS,Man Infraconstruction Limited,36769980416,91.09,47013075.68451818,Industrials,Engineering & Construction,PASS,,77.5,28.0,43.33333333333333,90.0,75.0,60.54166666666667,1.0,,15.031353,1.424,0.19077,41.333333333333336,1.0,26.666666666666664,50.0,30.0,73.33333333333333,56.7,L2,1.1,62.37000000000001,188,263,674,HIGH
ADVENTHTL.NS,Advent Hotels International Limited,8149152256,151.07,24378515.177285768,Consumer Cyclical,Lodging,PASS,,67.5,65.0,66.66666666666667,,50.0,64.32291666666667,0.8,,13.2054205,,0.36335,34.04166666666667,1.0,22.5,35.0,23.333333333333336,73.33333333333333,58.26666666666668,L2,1.07,62.34533333333335,189,155,1010,HIGH
KRISHANA.NS,Krishana Phoschem Limited,30122407936,487.2,39969747.56417643,Basic Materials,Agricultural Inputs,PASS,,52.5,100.0,37.5,45.0,60.0,60.625000000000014,1.0,,23.2,92.866,0.09283,59.916666666666686,1.0,41.66666666666667,60.0,66.66666666666667,93.33333333333334,60.48333333333335,L3,1.03,62.29783333333335,190,253,166,HIGH
KSB.NS,Ksb Limited,136150876160,782.3,642734421.9741476,Industrials,Specialty Industrial Machinery,PASS,,65.0,58.0,12.5,67.5,75.0,54.25000000000001,1.0,0.17097999,50.24406,0.31,0.14541,66.00000000000001,1.0,65.0,57.5,60.0,93.33333333333334,56.60000000000001,L2,1.1,62.26000000000001,191,496,96,HIGH
POKARNA.NS,Pokarna Limited,25703813120,828.2,202567032.4965678,Industrials,Building Products & Equipment,PASS,,82.5,58.0,30.0,70.0,60.0,61.125000000000014,1.0,,22.523796,37.631,0.21020001,38.41666666666667,1.0,30.0,37.5,23.333333333333336,80.0,56.58333333333335,L2,1.1,62.24166666666669,192,241,818,HIGH
ABB.NS,ABB India Limited,1335100178432,6300.0,2865740835.483333,Industrials,Specialty Industrial Machinery,PASS,,68.33333333333333,44.0,10.0,75.0,70.0,52.08333333333334,1.0,0.22391,79.827675,1.082,0.14243001,74.41666666666667,1.0,73.33333333333333,72.5,60.0,100.0,56.55000000000001,L2,1.1,62.20500000000002,193,571,32,HIGH
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,133349384192,399.3,85092879.73916118,Consumer Cyclical,Lodging,PASS,,72.5,98.0,32.5,40.0,50.0,62.125000000000014,1.0,,34.24528,27.671,0.45567,42.08333333333334,1.0,33.333333333333336,42.5,23.333333333333336,86.66666666666666,58.11666666666669,L2,1.07,62.18483333333336,194,207,632,HIGH
MBEL.NS,M & B Engineering Limited,15490023424,271.05,63263177.37090861,Industrials,Engineering & Construction,PASS,,57.5,82.0,42.5,65.0,50.0,61.37500000000001,1.0,,16.447208,19.131,0.10466,37.04166666666667,1.0,22.5,45.0,23.333333333333336,73.33333333333333,56.50833333333334,L2,1.1,62.15916666666668,195,237,897,HIGH
SPECTRUM.NS,Spectrum Electrical Industries Limited,22637357056,1440.6,5428101.1475341795,Industrials,Electrical Equipment & Parts,PASS,,52.5,88.0,27.5,35.0,50.0,52.62500000000001,1.0,,57.143993,76.093,0.13701999,71.83333333333334,1.0,56.66666666666667,80.0,80.0,80.0,56.466666666666676,L2,1.1,62.11333333333335,196,545,52,HIGH
AXISCADES.NS,AXISCADES Technologies Limited,60629794816,1426.0,212185966.62860516,Industrials,Engineering & Construction,PASS,,52.5,86.0,22.5,45.0,50.0,53.12500000000001,1.0,,59.890804,37.084,0.15082,69.58333333333334,1.0,65.0,65.0,66.66666666666667,93.33333333333334,56.41666666666668,L2,1.1,62.05833333333335,197,529,69,HIGH
LUMAXTECH.NS,Lumax Auto Technologies Limited,106871283712,1568.0,604009235.3612875,Consumer Cyclical,Auto Parts,PASS,,52.5,94.0,22.5,45.0,60.0,56.12500000000001,1.0,,42.923626,87.422,0.101,65.0,1.0,71.66666666666667,47.5,53.33333333333333,100.0,57.900000000000006,L2,1.07,61.95300000000001,198,417,112,HIGH
POLICYBZR.NS,PB Fintech Limited,692291895296,1494.6,2941623237.196932,Financial Services,Insurance Brokers,PASS,,37.5,100.0,22.5,90.0,50.0,61.875000000000014,1.0,,119.47242,4.859,0.07059,47.50000000000001,1.0,33.333333333333336,55.0,36.666666666666664,80.0,59.000000000000014,L1,1.05,61.95000000000002,199,217,418,HIGH
OLECTRA.NS,Olectra Greentech Limited,90075398144,1097.4,1041490754.1855367,Industrials,Farm & Heavy Construction Machinery,PASS,,52.5,84.0,12.5,55.0,65.0,54.12500000000001,1.0,,62.888252,32.542,0.121070005,65.08333333333334,1.0,46.66666666666667,62.5,90.0,80.0,56.31666666666668,L2,1.1,61.94833333333335,200,503,109,HIGH
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,403999522816,2384.8,164058111.0333903,Healthcare,Drug Manufacturers - General,PASS,,97.5,54.0,17.5,90.0,60.0,65.37500000000001,1.0,,39.522705,2.091,0.33710998,42.00000000000001,1.0,30.0,45.0,30.0,80.0,60.70000000000002,L1,1.02,61.914000000000016,201,128,637,HIGH
LICI.NS,Life Insurance Corporation Of India,4912941891584,776.75,1338615615.0101767,Financial Services,Insurance - Life,PASS,,36.666666666666664,75.0,43.33333333333333,100.0,60.0,62.58333333333334,1.0,,9.267987,,0.06466,44.083333333333336,1.0,31.666666666666664,50.0,30.0,80.0,58.88333333333335,L1,1.05,61.827500000000015,202,202,551,HIGH
ALLDIGI.NS,Alldigi Tech Limited,11181883392,733.8,9380033.356876628,Industrials,Specialty Business Services,PASS,,77.5,64.0,32.5,70.0,60.0,61.875000000000014,1.0,,15.383647,33.037,0.20618,33.333333333333336,1.0,18.333333333333332,37.5,23.333333333333336,73.33333333333333,56.166666666666686,L2,1.1,61.78333333333336,203,217,1035,HIGH
INOXWIND.NS,Inox Wind Limited,141519126528,81.84,1159208156.577481,Industrials,Specialty Industrial Machinery,PASS,,57.5,80.0,36.666666666666664,65.0,50.0,59.70833333333334,1.0,,29.868612,15.713,0.18948,41.91666666666667,1.0,31.666666666666664,35.0,46.66666666666667,73.33333333333333,56.15000000000001,L2,1.1,61.76500000000002,204,286,640,HIGH
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,55745146880,896.85,2465893506.11215,Technology,Electronic Components,PASS,,57.5,98.0,17.5,90.0,50.0,65.37500000000001,1.0,,81.97897,5.766,0.16521999,70.50000000000001,1.0,63.33333333333333,80.0,46.66666666666667,100.0,66.40000000000002,L2,0.93,61.752000000000024,205,128,63,HIGH
RBLBANK.NS,RBL Bank Limited,183733616640,297.25,1584740559.6464295,Financial Services,Banks - Regional,PASS,,43.33333333333333,78.0,53.33333333333333,,60.0,58.75,0.8,,25.190678,,0.13972001,58.91666666666668,1.0,51.66666666666667,55.0,46.66666666666667,100.0,58.78333333333334,L3,1.05,61.72250000000001,206,325,176,HIGH
PRECWIRE.NS,Precision Wires India Limited,55295307776,302.35,618852466.9191834,Industrials,Electrical Equipment & Parts,PASS,,32.5,84.0,27.5,65.0,60.0,53.62500000000001,1.0,,42.34594,19.307,0.043109998,65.91666666666669,1.0,61.66666666666667,70.0,46.66666666666667,93.33333333333334,56.08333333333334,L2,1.1,61.691666666666684,207,515,98,HIGH
JUNIPER.NS,Juniper Hotels Limited,45530664960,204.63,67936325.82185465,Consumer Cyclical,Lodging,PASS,,67.5,88.0,42.5,45.0,50.0,61.37500000000001,1.0,,31.146118,50.239,0.33665,42.75000000000001,1.0,40.0,32.5,40.0,73.33333333333333,57.65000000000001,L2,1.07,61.68550000000002,208,237,608,HIGH
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,61690880000,640.25,284122505.980896,Healthcare,Medical Care Facilities,PASS,,62.5,86.0,22.5,90.0,50.0,64.62500000000001,1.0,,36.77484,1.525,0.15692,43.83333333333334,1.0,38.333333333333336,42.5,23.333333333333336,86.66666666666666,60.46666666666668,L1,1.02,61.676000000000016,209,142,561,HIGH
THERMAX.NS,Thermax Limited,363561549824,3227.4,536432898.20470375,Industrials,Conglomerates,PASS,,42.5,66.0,22.5,70.0,75.0,53.125000000000014,1.0,,53.18721,35.784,0.0765,67.66666666666667,1.0,65.0,57.5,73.33333333333333,86.66666666666666,56.033333333333346,L2,1.1,61.636666666666684,210,526,81,HIGH
JINDRILL.NS,Jindal Drilling And Industries Limited,13775670272,475.25,1761203033.7183776,Energy,Oil & Gas Equipment & Services,PASS,,67.5,80.0,70.0,90.0,60.0,74.87500000000001,1.0,,5.814167,6.544,0.14033,42.75000000000001,1.0,23.333333333333336,47.5,46.66666666666667,73.33333333333333,68.45000000000002,L3,0.9,61.60500000000002,211,11,608,HIGH
PTCIL.NS,PTC Industries Limited,261140217856,17418.0,269873955.93333334,Industrials,Metal Fabrication,PASS,,42.5,86.0,12.5,80.0,50.0,55.625000000000014,1.0,,399.95407,12.655,0.09851,57.41666666666667,1.0,50.0,47.5,53.33333333333333,100.0,55.98333333333335,L2,1.1,61.581666666666685,212,441,197,HIGH
KKCL.NS,Kewal Kiran Clothing Limited,26304710656,426.85,24708385.85796305,Consumer Cyclical,Apparel Manufacturing,PASS,,58.33333333333333,68.0,42.5,83.33333333333334,60.0,62.750000000000014,1.0,0.14339,18.870468,14.84,0.17169,36.583333333333336,1.0,20.0,37.5,36.666666666666664,73.33333333333333,57.51666666666669,L2,1.07,61.542833333333355,213,194,920,HIGH
AVANTIFEED.NS,Avanti Feeds Limited,164312236032,1206.0,2390100052.953878,Consumer Defensive,Packaged Foods,PASS,,57.5,66.0,27.5,90.0,60.0,60.375000000000014,1.0,,21.367825,0.441,0.11575,66.08333333333334,1.0,75.0,55.0,46.66666666666667,93.33333333333334,61.51666666666668,L1,1.0,61.51666666666668,214,265,94,HIGH
LATENTVIEW.NS,Latent View Analytics Limited,55321395200,267.35,225481130.44992778,Industrials,Consulting Services,PASS,,62.5,70.0,27.5,90.0,50.0,61.625000000000014,1.0,,27.848957,1.517,0.18579,33.00000000000001,1.0,20.0,30.0,30.0,73.33333333333333,55.90000000000001,L2,1.1,61.490000000000016,215,224,1045,HIGH
IPL.NS,India Pesticides Limited,15790850048,136.99,29236387.447462462,Basic Materials,Agricultural Inputs,PASS,,52.5,66.0,57.5,90.0,60.0,65.12500000000001,1.0,,14.404838,4.981,0.14277,37.833333333333336,1.0,18.333333333333332,52.5,23.333333333333336,73.33333333333333,59.666666666666686,L3,1.03,61.456666666666685,216,132,861,HIGH
YESBANK.NS,Yes Bank Limited,583323353088,18.58,1602747082.7401757,Financial Services,Banks - Regional,PASS,,46.0,92.0,53.33333333333333,,50.0,62.708333333333336,0.8,0.06531,18.39604,,0.29302,41.75,1.0,25.0,50.0,30.0,80.0,58.51666666666667,L3,1.05,61.44250000000001,217,195,655,HIGH
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,103663239168,53.36,696507100.7896492,Financial Services,Banks - Regional,PASS,,50.0,80.0,53.33333333333333,,50.0,60.208333333333336,0.8,,21.174604,,0.22211,51.66666666666667,1.0,43.33333333333333,55.0,30.0,93.33333333333334,58.50000000000001,L3,1.05,61.42500000000001,218,271,310,HIGH
LENSKART.NS,Lenskart Solutions Limited,906239934464,524.1,1931831602.7115245,Healthcare,Medical Instruments & Supplies,PASS,,50.0,100.0,27.5,40.0,50.0,56.000000000000014,1.0,,153.695,44.215,0.083979994,77.00000000000001,1.0,65.0,77.5,80.0,100.0,60.20000000000002,L1,1.02,61.40400000000002,219,425,16,HIGH
IKS.NS,Inventurus Knowledge Solutions Limited,223259918336,1332.8,344562228.5051351,Healthcare,Health Information Services,PASS,,87.5,94.0,22.5,55.0,50.0,65.87500000000001,1.0,,34.244606,34.186,0.30622,37.50000000000001,1.0,35.0,27.5,30.0,73.33333333333333,60.20000000000002,L1,1.02,61.40400000000002,219,115,872,HIGH
HSCL.NS,Himadri Speciality Chemical Limited,229343248384,451.4,718681998.900825,Basic Materials,Specialty Chemicals,PASS,,72.5,72.0,22.5,80.0,60.0,62.625000000000014,1.0,,31.856033,21.091,0.19867,47.41666666666667,1.0,30.0,47.5,43.33333333333333,93.33333333333334,59.58333333333335,L3,1.03,61.37083333333335,221,196,419,HIGH
JSWHL.NS,JSW Holdings Limited,168306327552,15142.0,62592990.666666664,Industrials,Conglomerates,PASS,,77.5,68.0,37.5,,50.0,61.09375,0.8,,117.64431,,0.89014,34.5,1.0,18.333333333333332,32.5,36.666666666666664,73.33333333333333,55.775,L2,1.1,61.352500000000006,222,245,998,HIGH
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,6993976320,143.18,13341604.880223593,Consumer Cyclical,Luxury Goods,PASS,,47.5,88.0,67.5,55.0,50.0,63.37500000000001,1.0,,6.1582794,53.159,0.07569,33.00000000000001,1.0,21.666666666666664,32.5,23.333333333333336,73.33333333333333,57.30000000000001,L2,1.07,61.311000000000014,223,177,1045,HIGH
UNIPARTS.NS,Uniparts India Limited,20560236544,456.0,36175402.53283386,Industrials,Farm & Heavy Construction Machinery,PASS,,52.5,42.0,47.5,80.0,70.0,56.125000000000014,1.0,,15.849843,13.13,0.15889,54.16666666666667,1.0,56.66666666666667,40.0,36.666666666666664,100.0,55.73333333333335,L2,1.1,61.306666666666686,224,413,249,HIGH
ISGEC.NS,Isgec Heavy Engineering Limited,65480777728,888.15,159062181.63171998,Industrials,Specialty Industrial Machinery,PASS,,42.5,72.0,42.5,70.0,60.0,57.125000000000014,1.0,,19.684177,31.763,0.09538,50.000000000000014,1.0,41.66666666666667,62.5,23.333333333333336,80.0,55.70000000000002,L2,1.1,61.270000000000024,225,379,343,HIGH
GMBREW.NS,GM Breweries Limited,22985148416,1006.05,87320634.92931722,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,47.5,62.0,47.5,90.0,60.0,60.875000000000014,1.0,,14.084418,0.124,0.063540004,62.58333333333334,1.0,61.66666666666667,50.0,60.0,93.33333333333334,61.21666666666668,L1,1.0,61.21666666666668,226,247,132,HIGH
JAINREC.NS,Jain Resource Recycling Limited,152251875328,441.2,613649051.6513306,Basic Materials,Other Industrial Metals & Mining,PASS,,52.5,94.0,27.5,45.0,50.0,56.12500000000001,1.0,,43.856857,94.847,0.07029,72.66666666666667,1.0,65.0,67.5,73.33333333333333,100.0,59.43333333333334,L3,1.03,61.21633333333334,227,417,48,HIGH
SAKAR.NS,Sakar Healthcare Limited,11655402496,531.0,79580711.60503337,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,57.5,76.0,32.5,55.0,50.0,55.87500000000001,1.0,,46.49737,28.056,0.17372,76.33333333333334,1.0,76.66666666666667,75.0,60.0,100.0,59.96666666666668,L1,1.02,61.16600000000002,228,432,19,HIGH
MALLCOM.NS,Mallcom (India) Limited,6447167488,1033.2,5717620.563382975,Industrials,Security & Protection Services,PASS,,57.5,68.0,42.5,70.0,60.0,59.875000000000014,1.0,,12.047574,36.932,0.12174,38.5,1.0,25.0,42.5,30.0,73.33333333333333,55.600000000000016,L2,1.1,61.160000000000025,229,276,816,HIGH
SPORTKING.NS,Sportking India Limited,14925019136,117.27,25039523.69725469,Consumer Cyclical,Textile Manufacturing,PASS,,37.5,60.0,57.5,55.0,60.0,52.87500000000001,1.0,,12.623251,48.486,0.06489,74.25000000000001,1.0,66.66666666666667,67.5,83.33333333333334,93.33333333333334,57.15000000000001,L2,1.07,61.150500000000015,230,537,34,HIGH
KSCL.NS,Kaveri Seed Company Limited,41305772032,814.0,159282862.10656127,Basic Materials,Agricultural Inputs,PASS,,57.5,44.0,36.666666666666664,100.0,60.0,58.70833333333334,1.0,,13.812999,,0.02805,61.91666666666667,1.0,38.333333333333336,65.0,90.0,73.33333333333333,59.35000000000001,L3,1.03,61.13050000000001,231,326,143,HIGH
NESTLEIND.NS,Nestle India Limited,2301635854336,1193.6,1247971202.104122,Consumer Defensive,Packaged Foods,PASS,,72.5,84.0,12.5,80.0,60.0,63.625000000000014,1.0,,70.41888,10.753,0.18134001,50.91666666666667,1.0,38.333333333333336,55.0,30.0,100.0,61.08333333333335,L1,1.0,61.08333333333335,232,166,322,HIGH
STARCEMENT.NS,Star Cement Limited,87460601856,216.39,117398065.27514394,Basic Materials,Building Materials,PASS,,52.5,56.0,47.5,80.0,60.0,58.625000000000014,1.0,,23.75302,21.388,0.12649,62.0,1.0,50.0,55.0,80.0,80.0,59.30000000000001,L3,1.03,61.079000000000015,233,327,142,HIGH
